"","lat_lon","gridID"
"6635","34.64472_-77.35028",253
"6636","34.61083_-77.39361",253
"6638","34.61667_-77.42139",253
"6640","34.57667_-77.37",253
"6642","34.58333_-77.39306",253
"6644","34.61667_-77.38778",253
"6646","34.63583_-77.37222",253
"6648","34.57611_-77.41917",253
"6649","34.65361_-77.3525",253
"6652","34.61667_-77.41556",253
"6654","34.58222_-77.42417",253
"6656","34.61694_-77.41611",253
"6658","34.61944_-77.38361",253
"6659","34.60111_-77.4325",253
"6662","34.60167_-77.43194",253
"6663","34.58528_-77.42528",253
"6664","34.61722_-77.38611",253
"6666","34.63139_-77.37194",253
"6668","34.65611_-77.35472",253
"6669","34.60833_-77.41306",253
"6671","34.6025_-77.38306",253
"6672","34.64194_-77.36722",253
"6673","34.62306_-77.36167",253
"6675","34.6025_-77.38056",253
"6677","34.63194_-77.35333",253
"6679","34.59028_-77.42722",253
"6681","34.60306_-77.38528",253
"6683","34.57694_-77.37111",253
"6687","34.61722_-77.42528",253
"6688","34.63389_-77.35056",253
"6689","34.61444_-77.36556",253
"6691","34.61639_-77.41917",253
"6693","34.65611_-77.35611",253
"6694","34.60667_-77.37222",253
